student_id,class,school_type,attendance,homework_done,exam_score,avg_grade,discipline_score,engagement_level,absences,parent_education,family_income,internet_access,teacher_rating,stress_level,motivation_level,extra_classes,name
36,10A,rural,51.24086057225746,66,47.08960962218117,2.489419628683649,0.9418474940884476,0.9001409657065468,29,high,high,0,0.1460564138908121,0.86066770037064,0.7141437507729675,1,Екатерина Смирнов
37,11A,rural,91.76220300794328,70,78.41470781648097,3.000660843803943,0.4879542485810844,0.180141553798975,26,low,low,0,0.3949501111813781,0.2481648834905817,0.2562267214892315,1,Екатерина Иванов
38,9A,urban,68.26834207753264,35,46.63903838540931,4.745423596942729,0.1152165612500519,0.1959842613776611,2,high,low,0,0.7225997399834834,0.123300727117915,0.3485369969902779,1,Иван Сидоров
39,9B,rural,92.08077298789075,28,68.70532823733619,4.326433229017835,0.4853882992769712,0.4087207622276604,6,medium,high,1,0.3668684445542539,0.7223119812634452,0.4689173639758044,1,Алексей Смирнов
40,10B,rural,77.73102456055724,36,42.65490119071837,2.972363816996959,0.1094433271032687,0.1692117713350707,8,medium,high,1,0.3096604796097795,0.9242451227229344,0.4408696278606917,0,Иван Смирнов
41,9A,rural,95.081561474318,99,76.10911056166505,2.2629074533482045,0.8831855787006627,0.3603974857058157,7,medium,middle,1,0.7818954979063462,0.0351483391729606,0.0292798266801442,1,Мария Петров
42,10B,urban,96.30964932073132,86,92.70202211394792,3.8491400784465024,0.7081501046162499,0.6456915270625141,27,high,middle,0,0.988715411027402,0.0144359790343207,0.7740092249801654,0,Дмитрий Смирнов
43,9B,urban,50.4549090640388,44,70.85484175449223,2.770457497416957,0.2411370177100039,0.8128181253338548,20,low,low,1,0.7793523739302797,0.1834254613843365,0.8463859941684465,1,Екатерина Петров
44,9B,urban,53.77060879963941,15,21.06355415672117,3.5934576979056594,0.8866906933167867,0.3019349376853995,27,low,low,0,0.8463432881590819,0.6847924853079367,0.5309432396793292,1,Алексей Смирнов
45,9A,rural,62.51793647854277,30,51.23309812439294,4.825410078802931,0.6379017290493193,0.281730683804838,12,low,middle,0,0.939500749812513,0.9647810078308916,0.1729510828684386,0,Екатерина Сидоров
46,9B,urban,83.46577081817509,33,39.772534418488455,3.717851735943003,0.9532633367208684,0.7797429643891776,23,low,middle,0,0.8017724660760315,0.7503809551593262,0.247938025485344,1,Екатерина Сидоров
47,11A,urban,94.41360982557528,49,53.44606407270654,4.771503309270092,0.9804798490105472,0.3810262260025091,17,low,high,0,0.980354289816708,0.5730326003652615,0.1263342107591477,0,Дмитрий Петров
48,9B,rural,72.99709756469814,64,77.59448205627017,3.1791163579846264,0.003281789235718,0.8184753678688415,18,high,middle,1,0.7472842547570616,0.7005493928755477,0.1695062543330534,0,Дмитрий Смирнов
49,10B,rural,80.34865581371326,81,48.53370510053854,3.900054011866312,0.1202142090275457,0.9933803203292132,23,medium,high,0,0.6615225511672419,0.2306983112921892,0.8763973937795889,0,Дмитрий Кузнецов
50,10B,urban,59.42499263977805,61,40.88662643705557,4.681669921840893,0.5469223308068357,0.979668675983717,8,high,middle,1,0.6933485492496247,0.6885519480651205,0.4801627909099958,0,Мария Петров
51,10B,rural,90.24834169408427,42,63.05980301732421,3.763961934827415,0.9558528744672916,0.662686954847289,25,low,low,0,0.900081826774984,0.3214449534786425,0.1110134678507355,0,Алексей Петров
52,10B,rural,98.3664055676735,55,47.22073373342157,3.844696031081313,0.9942336355096956,0.3752132113774505,23,high,high,1,0.6830081508617984,0.2224221328326783,0.2547452619886869,0,Екатерина Сидоров
53,11A,rural,63.42994664572987,14,50.48100349144693,4.1489239462436736,0.56740793530352,0.0654898594767626,19,high,low,1,0.7612051709476738,0.2365559985123017,0.9495014162300962,1,Анна Иванов
54,10A,rural,74.74129758002732,47,51.940916417398206,4.646323271564759,0.1738014889452303,0.7380406327170608,28,high,high,0,0.2160099336970602,0.6677877518561464,0.5092656901392741,1,Мария Кузнецов
55,9A,urban,54.30580552531869,48,37.61750406827042,2.264540183722559,0.1630500200087061,0.977967241053244,5,low,high,1,0.91264961293481,0.7672257222002918,0.5156342963206682,0,Алексей Петров
56,10B,rural,77.95683282314842,80,47.84781520264536,3.010578146528261,0.7638577581141384,0.0679844632156281,26,low,low,1,0.4472132421792107,0.581802110558547,0.5256448638015684,1,Мария Иванов
57,9B,urban,75.13917209233404,43,41.24400256214778,3.193054178241812,0.5919376787062978,0.0061677106206401,20,low,low,0,0.1610673309128047,0.0638552613925588,0.1116168143680969,1,Дмитрий Сидоров
58,10B,urban,57.22182420775388,9,55.94750142815726,4.729128996167534,0.548773898932763,0.8317761965817175,11,high,middle,1,0.7997871914274612,0.038009333705462,0.970313658660648,0,Дмитрий Кузнецов
59,9B,urban,72.10331065590375,19,65.5655196046629,4.868023773548604,0.4657649233005163,0.1022589620382371,3,high,high,1,0.3563930176329741,0.2171668500781707,0.0844857473482144,0,Ольга Сидоров
60,9B,urban,66.70523260432816,69,50.64143073173926,2.361141393995374,0.7251346265816816,0.0816229804455794,8,medium,middle,1,0.1841191429616212,0.2864687024239851,0.7000384210873634,0,Иван Смирнов
61,10B,rural,76.09154376525947,7,32.69595694262677,2.3573230393663422,0.8580541790063455,0.9103360682231786,9,medium,high,0,0.256251159170595,0.4048198928411846,0.0577648189574879,0,Ольга Кузнецов
62,11A,rural,79.28271677143996,44,43.09246105847325,4.804585382757088,0.3029580811956363,0.0795608116718813,2,low,middle,0,0.0349489803904702,0.0760280773694033,0.4435917704185258,0,Екатерина Петров
63,9B,rural,50.42477893036048,33,29.68173851613387,2.887315704147778,0.2209177671758906,0.1140176547754261,16,medium,low,1,0.090622982893385,0.7251587659423253,0.8996782730061772,0,Иван Иванов
64,9B,urban,88.05029914747777,95,76.79450525334569,2.725443257111458,0.6701991663149424,0.5695736752696933,28,low,low,1,0.5926247353861251,0.7114981587134916,0.7684445423850141,0,Екатерина Петров
65,10B,urban,85.65071459308703,50,58.476903134949445,2.106868597262296,0.9147324240549534,0.7568141730332912,6,low,middle,1,0.8662178280944557,0.3466775936576398,0.3346760216332037,0,Екатерина Петров
66,9B,urban,68.31431931032611,3,38.77634152153022,2.826787804311947,0.3481574401440862,0.3995722587142272,25,high,low,1,0.4485304133988261,0.5630025243684105,0.5513477659464994,0,Екатерина Смирнов
67,9B,rural,52.64679677844092,38,22.78210591187054,4.080579281677965,0.2724482191774153,0.4205891606903904,7,medium,middle,0,0.6260581422997227,0.100915944368893,0.1652746556182358,0,Анна Смирнов
68,10B,urban,87.74662698925252,83,77.71052779209688,3.278108488218685,0.2261146302356195,0.6326259871511386,10,low,high,1,0.8097331012292842,0.4152186428001058,0.956120239424638,1,Екатерина Сидоров
69,10B,rural,97.75875802390662,23,34.738525042267966,3.5506110549552807,0.2544909076966308,0.5054252948307812,12,low,high,1,0.3567689104580693,0.8575647574800557,0.7086773437486638,0,Анна Сидоров
70,9A,rural,62.00757980110071,87,81.04445356998681,4.751886789844656,0.1349333429603144,0.0186282927777174,2,medium,low,1,0.6543140703513343,0.6606224631215976,0.3742937609766665,1,Ольга Кузнецов
71,11A,rural,66.1762306868519,54,35.71459208891316,2.3440693480139494,0.5967782276083535,0.1135831862721998,18,medium,low,0,0.350432425790954,0.1039437756738808,0.317934595154278,0,Анна Петров
72,11A,rural,59.190644474090746,25,59.72451639037095,2.213722145727797,0.2808260686612557,0.5816000155254027,13,medium,low,1,0.6427153547720692,0.8475780312173548,0.2386387495552804,1,Иван Смирнов
73,9B,urban,78.84680616724198,24,52.43455672598444,4.5557922473716825,0.6149443616579046,0.7936625096978661,21,medium,high,1,0.217607720139248,0.6806962294190494,0.7865195492536043,1,Дмитрий Петров
74,11A,rural,57.74206973237275,35,30.394556450588663,4.32456739229212,0.0830323495125681,0.7631031454299559,15,medium,middle,0,0.97783965427042,0.4530562940859236,0.4346142504114111,1,Мария Сидоров
75,9B,urban,67.80969717306897,70,40.86411164505804,2.7912025608350977,0.115456792117879,0.740056559293645,14,medium,low,1,0.0761777685565433,0.6920910390131472,0.3302172210444246,0,Иван Сидоров
76,9A,rural,84.85065069671315,73,45.12234760974481,2.9727023791222487,0.5361419277969446,0.771272616208134,1,medium,middle,1,0.5052328495225576,0.1728202554303193,0.9052217470402176,0,Дмитрий Петров
77,10B,urban,78.00579915046742,57,30.00333930580809,2.9308335073269807,0.511530944476014,0.044443476324523,5,low,low,1,0.286296413052077,0.5504864702725486,0.1502179475714605,0,Екатерина Кузнецов
78,10B,urban,69.32312821639675,11,40.20298058391883,3.943426394065734,0.2715099267378886,0.8951015649625885,20,high,low,0,0.6008378348160848,0.6179270035655277,0.2638354940639476,1,Иван Сидоров
79,10B,rural,71.0124800903771,0,21.15015314287393,2.183634520966938,0.8271308516205425,0.8892831052116746,29,low,low,0,0.428306979910911,0.927744822943114,0.3447657124798501,0,Иван Иванов
80,11A,rural,78.10554413116148,49,55.01962368171653,3.468204755791181,0.1870471648675494,0.531923989097614,6,low,middle,1,0.306665587609927,0.0668917108016412,0.2598514855484226,0,Екатерина Петров
81,9A,rural,50.29323639435807,24,29.712677691082668,2.401618907338236,0.3606611241831861,0.2485943322687653,8,high,middle,1,0.2500376382829354,0.3747827142608488,0.5854030412211051,1,Ольга Сидоров
82,11A,urban,53.92549342268049,79,64.0954097995654,4.459215622778743,0.5555117060724022,0.5921784727814334,8,high,middle,0,0.1824986141976148,0.9368147099309336,0.6010311115029306,1,Ольга Сидоров
83,11A,rural,94.06290338815056,4,39.66007040246628,3.141989012929896,0.8672111025153646,0.5578859263752866,16,high,high,0,0.7828793161887624,0.2172210551285932,0.0547489724836162,0,Екатерина Кузнецов
84,9A,rural,53.893949454564535,82,53.62408053156116,3.5827165796583778,0.4185509751667766,0.2229572076902103,22,medium,high,1,0.222199937093646,0.8132003283226635,0.1445290640648242,0,Мария Петров
85,9A,urban,85.34017981052526,67,36.4533235258985,2.087952826336358,0.3986009554409043,0.6031301789286692,2,medium,high,1,0.7735261963759154,0.0016055349594957,0.1985287563793448,1,Мария Петров
86,9A,rural,96.00190820545262,5,35.403662326240735,2.174792940623157,0.5795374280317946,0.7972941161006097,3,medium,middle,1,0.4850386091543447,0.0258840698474855,0.0703280685150201,0,Ольга Кузнецов
87,9A,urban,63.53418021508656,25,46.45445593601044,4.025164492200398,0.3166954154628962,0.8061068647452562,1,low,high,0,0.0722280213561982,0.3276228852531172,0.124761989299313,0,Анна Смирнов
88,10B,rural,68.52457185297571,54,66.90142826045137,4.300311635423996,0.7091732531595895,0.0596978222799143,0,high,low,0,0.1654426776537358,0.7685037108302726,0.2396513889856225,1,Ольга Кузнецов
89,10A,urban,78.44607029223582,38,48.24542013232485,4.130106753806604,0.2486959406670047,0.1971633118124643,9,high,middle,0,0.8929046441221986,0.104143469235109,0.345620607387769,1,Ольга Смирнов
90,10A,urban,94.08544848192923,8,57.33017981701152,4.211055909373581,0.8231959969402122,0.6682233605931954,29,low,low,0,0.6028158220051297,0.3828536436281179,0.7913090120625669,0,Ольга Иванов
91,9A,rural,97.095279363021,44,37.39810666149745,2.3138595516479867,0.2723534131334612,0.8598319454143022,2,medium,low,0,0.1843331787216844,0.1314681687294954,0.2179050788893248,0,Ольга Кузнецов
92,10A,urban,86.97816240556341,13,60.19589079554617,4.080352523292623,0.9927011622905122,0.5212170824492155,9,high,middle,1,0.7037649152008011,0.2235935694414081,0.6700258314433484,1,Анна Кузнецов
93,10A,rural,54.3309880427347,54,56.74500780439418,2.545242748067281,0.3164624743276426,0.7075256683349804,8,low,low,1,0.82326174442849,0.5029941921285978,0.0578810195847243,1,Екатерина Иванов
94,9A,rural,83.45770777674254,8,54.87395081838592,2.2940462956303564,0.8788261386551978,0.0210720106569005,16,medium,middle,1,0.3306531475584748,0.3191387419592117,0.6582409263037408,0,Анна Смирнов
95,10A,urban,70.5151860936331,14,64.35022927527869,4.271482491364523,0.3973559541060573,0.6084208118853993,14,low,high,0,0.5565952128107126,0.2119126459800826,0.7947192056552077,0,Екатерина Кузнецов
96,11A,rural,73.53504997455308,36,72.45508948335691,4.668218351304694,0.2460548420309303,0.9619091444366016,2,medium,middle,1,0.293449970283137,0.3934969810869274,0.60480794884463,1,Иван Смирнов
97,9B,urban,52.45741951725885,49,33.30540680720061,4.1501297222154765,0.2261632504603552,0.661014607032738,26,low,middle,0,0.0800617177205862,0.701054964273631,0.2013922903748835,0,Екатерина Кузнецов
98,9B,urban,59.55310696731791,83,69.81470153208765,4.41672035844426,0.8501912818498782,0.9222757166003196,20,medium,low,0,0.3995090777369359,0.1194181066009884,0.330408013862406,1,Екатерина Смирнов
99,9A,urban,89.52568037668239,71,63.15694956394911,4.973264465364848,0.3087529863128767,0.5660094581310737,2,low,low,1,0.7514320191148862,0.4795944453607578,0.805181348861262,0,Екатерина Петров
100,10B,urban,72.69794165239298,95,45.85930725539116,2.4042677342200536,0.338563008959747,0.8433787377759276,3,low,low,1,0.4586802788882769,0.2747197086139396,0.4319718924912561,1,Алексей Иванов
101,9A,urban,65.08311208155745,20,47.56896889559522,4.895457657299115,0.1969930558389405,0.1241624082571475,3,low,low,1,0.4052690080201573,0.3786208735399565,0.2552346479283726,1,Иван Кузнецов
102,10B,urban,69.2009536982479,56,60.86710610540497,3.8035934164703074,0.9613247181162168,0.1235132628868165,16,low,low,1,0.3660071888394212,0.821555178908193,0.932691536575539,1,Алексей Кузнецов
103,9B,urban,92.719975666284,18,73.5175436993627,4.439759472035061,0.2447439405988301,0.1201793291957945,5,high,low,1,0.4589168226695497,0.9297299797044284,0.6373548566105905,1,Ольга Петров
104,9A,urban,87.44995087024785,92,69.44713727953177,3.95050754476301,0.247443618981612,0.4888495520367091,10,high,low,0,0.3182289521326654,0.2429779051209597,0.8057147105482197,1,Анна Кузнецов
105,11A,rural,63.61576985905414,57,34.86817282087387,3.710113366356048,0.9438978902546958,0.330263560837115,11,high,low,0,0.6121841949118747,0.6299709568294901,0.0245018849063044,1,Ольга Петров
106,10A,rural,55.875092010618665,94,74.36838423375474,4.110856982065064,0.9008988549951829,0.7191858537410359,22,high,low,0,0.063565979524695,0.6766772798671725,0.3393365831630998,0,Екатерина Кузнецов
107,10B,urban,62.59991108220358,5,37.108951240270684,2.9607759935389484,0.2489108831799101,0.9026219143003972,27,low,middle,1,0.8073881734473142,0.8424859989824327,0.4588969023829969,1,Анна Петров
108,10A,rural,96.03782255273669,3,74.68178005190497,4.772814570475738,0.8647255695179893,0.6193748285734819,6,high,low,1,0.1731669471533375,0.8990424685011967,0.5874215541357629,0,Дмитрий Петров
109,10A,rural,79.07944189248776,42,32.115607243198866,2.345877716167336,0.2498232130861168,0.2132105560985793,12,high,low,1,0.6334447282887445,0.467991797534026,0.189971886470131,0,Ольга Иванов
110,9A,rural,76.67401043723915,92,77.21433761463967,2.9540935522593865,0.0844641648528744,0.9308768675291136,5,low,middle,1,0.4498825230522407,0.9825756452485002,0.4979535527191837,1,Дмитрий Петров
111,10A,rural,79.81967998462308,41,78.0201896738215,2.09348705960151,0.8203613483958251,0.5278573381379826,22,high,high,0,0.7734935468788069,0.970828973597063,0.6856253676896876,1,Анна Сидоров
112,11A,rural,68.30141328732576,2,50.01904322438539,2.813969142938275,0.7715581578152862,0.7199455531357553,29,high,high,1,0.8261399868210566,0.5064679708384688,0.3458760566920241,0,Дмитрий Иванов
113,10A,rural,90.35535101597564,0,50.48549223357572,2.654639231424213,0.2946671216914714,0.8905058504351772,2,medium,middle,1,0.2042003721856671,0.5420321206468842,0.691442203038059,1,Алексей Петров
114,9A,urban,76.16431246501249,54,36.4294028967209,2.1488925820358937,0.0901389851226093,0.9898319320989026,20,high,high,1,0.6771791474377556,0.6677498395508988,0.3896540403718406,1,Екатерина Иванов
115,11A,rural,55.837395138439774,14,54.6621130514057,3.4753221915458665,0.2064388844771477,0.5060639491016738,13,medium,low,1,0.1899075067675062,0.3738161442197936,0.4694634023717745,0,Дмитрий Петров
116,9B,rural,56.45325624145315,46,58.3335802540133,3.405908125566829,0.7710565709064654,0.8080627186836739,13,high,low,1,0.1239982608348846,0.662043913910311,0.1342929005722666,1,Екатерина Смирнов
117,10A,rural,76.84295732513093,84,69.68133712564422,2.2332363316960064,0.9647478149424268,0.566867065318242,22,low,low,0,0.9302961014712512,0.5142853936547086,0.6512745660618043,1,Иван Сидоров
118,9A,rural,96.82851090354195,45,65.60845906094212,2.7855515942252427,0.2590020717944915,0.4864539459958059,9,high,high,1,0.1643890704413428,0.0354367657772392,0.224275688023372,1,Ольга Смирнов
119,9B,urban,65.41760608380994,57,46.27202250723291,4.859966481399068,0.8182588010354491,0.5377125192762898,4,low,middle,1,0.2281319325827333,0.852728936676751,0.8288501290470924,1,Иван Кузнецов
120,9B,urban,93.47705844296092,94,87.02984539906176,2.332209873531261,0.2279326573371544,0.4842752438217041,29,high,low,1,0.1303240077879689,0.9404458011570084,0.553443371046957,1,Екатерина Смирнов
121,10B,urban,88.20477932894397,70,59.743523361940845,2.9150559465784047,0.6796003918250836,0.4210281187946806,25,high,middle,0,0.4702918893714558,0.0262290785469958,0.5602567496152047,0,Екатерина Петров
122,11A,urban,62.39062214534535,80,51.10288965320616,2.107587195363976,0.0836134690315263,0.7237206905139878,1,low,middle,1,0.9196073225243904,0.7892618188072851,0.9124765224137088,1,Иван Смирнов
123,10A,rural,51.81703741581212,82,28.93743459625729,2.4466616078713,0.58529564038226,0.2496758159476592,5,low,low,0,0.2640557387122444,0.3858132609410273,0.1674027113094862,0,Иван Петров
124,9A,urban,55.09236325711914,38,31.92081943020049,4.098191322397369,0.2691898911947181,0.6163814658060006,22,low,middle,0,0.5418521307492897,0.5856318000289242,0.5302346778776662,1,Анна Смирнов
125,10B,urban,86.42469669237201,2,50.50698944293328,3.1001495019888163,0.925845948733657,0.7129601777644295,10,low,middle,1,0.4114587370927649,0.4999949469607158,0.3822050104458876,0,Иван Смирнов
126,11A,urban,59.98348690203233,29,52.95993813140324,3.356229712037361,0.2897508887789536,0.892090833390705,17,medium,low,1,0.336009410840477,0.5513106508330471,0.9663240750996772,1,Ольга Сидоров
127,10B,urban,68.56354602526969,34,29.93984967353444,2.4709351853919683,0.3984406948623066,0.3318771489375857,25,medium,middle,1,0.5721526912635747,0.4951863047580844,0.7927140468480504,1,Алексей Сидоров
128,11A,rural,75.08495830032123,56,71.7920003063548,4.046420518673905,0.8406791111545809,0.8605991035160644,23,low,high,1,0.5588929011688109,0.8533753714878757,0.757500864629054,1,Иван Иванов
129,11A,urban,86.27340842250814,28,65.39589524584854,4.254564794273761,0.4382745825467943,0.9452911713258638,20,medium,low,0,0.3593666008840006,0.6835066846953113,0.2041213561346896,1,Иван Иванов
130,10A,rural,55.66156116295627,49,24.30554469107481,2.5433361485502197,0.2384122517949184,0.6486793827417188,10,high,low,0,0.8505632965660417,0.4126372555458275,0.2373232458483561,0,Мария Иванов
131,11A,urban,70.31832026387308,61,44.5554723266929,2.1349803908598264,0.5475443208942972,0.7714330079230131,23,high,low,0,0.0531721077495251,0.688568581150549,0.0291808273918288,0,Мария Смирнов
132,10B,rural,74.25364545713477,51,79.43608271085152,2.242823402927056,0.8399911956499819,0.4057069598188734,14,high,low,0,0.0852383951673079,0.9650478190838814,0.6385353619424559,1,Дмитрий Кузнецов
133,11A,rural,77.04135319857699,13,33.21662445809721,3.971137271609053,0.4331776120046524,0.9521354197846928,2,medium,low,1,0.990781259966738,0.0803082620534326,0.3708353818381809,0,Ольга Кузнецов
134,10A,urban,90.91803206976084,34,63.6040133576955,2.406531807484517,0.1328884892048676,0.6708614550864241,1,medium,low,1,0.7476829120511791,0.3880899715580571,0.3120406943743329,0,Дмитрий Сидоров
135,10A,urban,58.58390975216085,27,40.48709420554122,3.4817565025065065,0.3830869131145168,0.3101568086177675,6,high,low,0,0.8039289034300985,0.8704540323237958,0.6370312255109051,0,Ольга Кузнецов
136,10B,urban,90.39157259133113,57,38.26519067083168,2.45792459277851,0.9544751330941914,0.4042613472340228,4,low,high,0,0.6027010751387972,0.7390551108114733,0.8286876152565452,0,Иван Кузнецов
137,9B,urban,84.64392138483261,29,40.05907973689845,2.510444144615719,0.0720216203657722,0.6177555141315761,20,high,middle,0,0.4198604260264598,0.9349288894483516,0.1330295459931928,0,Екатерина Сидоров
138,9B,rural,77.79354070994796,89,80.04532268104927,2.013081510024556,0.4084451724480198,0.2341351645122951,12,medium,high,0,0.6292268787323075,0.0398098876232392,0.9186614539059682,0,Дмитрий Кузнецов
